,pca1,pca2,label,albumName,albumImage,artisName,songTitle,acousticness,danceability,liveness,loudness,speechiness
33,-0.2151746825483902,-0.13912041407399867,1,Dear Danube,https://i.scdn.co/image/ab67616d0000b273c46e00cddbbddfab01a2372e,DLRM,Arrivederci,0.0681,0.687,0.0869,-5.453,0.0314
34,0.1277058339078089,0.16899026586766075,2,"Moodna, Once with Grace",https://i.scdn.co/image/ab67616d0000b2730995fefd89f692aae440e500,Gus Dapperton,"Moodna, Once with Grace",0.372,0.28,0.134,-9.553,0.0366
35,0.6127560341343125,0.059120818561359006,0,Saját Gyűjtés,https://i.scdn.co/image/ab67616d0000b2730e7995c4b81660ebcbc8e69b,Buda Folk Band,Kavalos,0.864,0.564,0.102,-10.063,0.317
36,-0.30328290606758646,-0.10609448175214344,2,Valahol Itt,https://i.scdn.co/image/ab67616d0000b273036db95b95114cccc232b1be,Bagossy Brothers Company,Valahol Itt,0.0108,0.683,0.125,-4.133,0.0285
37,-0.3129229861204866,0.07445526695929663,2,Összefúj A Szél,https://i.scdn.co/image/ab67616d0000b273a0fc76bb3b7f9aaaef6ce285,Bohemian Betyars,Összefúj A Szél,0.0314,0.691,0.395,-4.419,0.0386
38,0.017036488324282045,-0.23638025060840373,1,Yellow and Such,https://i.scdn.co/image/ab67616d0000b2730378e2ea03df92aeca28a2e3,Gus Dapperton,"Gum, Toe and Sole",0.237,0.847,0.0961,-8.501,0.0557
39,0.4961261059439903,0.02037386828218663,0,Minden,https://i.scdn.co/image/ab67616d0000b273cfd95e9753d6dc143ec56e9b,Elefánt,Plüss,0.753,0.638,0.11,-9.681,0.0311
40,-0.2213506334232398,0.05521970481904185,2,Ill Communication,https://i.scdn.co/image/ab67616d0000b273436a305db8bd85b820da3e5a,Beastie Boys,Sabotage,0.032,0.324,0.0961,-7.332,0.102
41,-0.23984881151181847,-0.19274714407557458,1,This Is Acting (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,Sia,The Greatest (feat. Kendrick Lamar),0.0102,0.668,0.0561,-6.127,0.266
42,-0.10211688544840994,0.07116797773506342,2,El Camino,https://i.scdn.co/image/ab67616d0000b2736a21b97de47168df4f0c1993,The Black Keys,Little Black Submarines,0.161,0.365,0.106,-7.514,0.0418
43,-0.14885797331945474,0.37864071577139813,2,Santana (Legacy Edition),https://i.scdn.co/image/ab67616d0000b273c894463d06b775f87d57361b,Santana,"Soul Sacrifice - Live at The Woodstock Music & Art Fair, August 16, 1969",0.0969,0.438,0.723,-11.26,0.0579
44,0.0526997479859264,-0.27907324261646393,1,Xxyyxx,https://i.scdn.co/image/ab67616d0000b2732487ef768ee700b7bc6274e3,xxyyxx,Good Enough,0.116,0.684,0.0586,-14.764,0.0796
45,-0.25821565110898026,0.10585012791256874,2,West Ryder Pauper Lunatic Asylum,https://i.scdn.co/image/ab67616d0000b273358f726999166b87f00e7066,Kasabian,Fast Fuse,0.112,0.367,0.0792,-2.561,0.0719
46,0.7178670308651545,0.22750514124516857,0,Twenty One Pilots,https://i.scdn.co/image/ab67616d0000b2734f5687326079d90e731a10a6,Twenty One Pilots,Before You Start Your Day,0.976,0.363,0.107,-11.166,0.0295
47,-0.2830545905801298,-0.09224637230741069,2,Big Mess,https://i.scdn.co/image/ab67616d0000b273dc0c360005537dd7675a187b,Grouplove,Good Morning,0.000938,0.562,0.063,-5.26,0.0499
48,-0.03372514840444013,-0.15459002404086725,1,One Offs Remixes and B Sides,https://i.scdn.co/image/ab67616d0000b273358bd890a256075118d2d67f,Bonobo,Turtle - Bonobo Mix,0.131,0.635,0.106,-10.972,0.032
49,0.5665323438695528,0.3086904806519276,0,Rubber Factory,https://i.scdn.co/image/ab67616d0000b2733c8bb73045c90b75cc01dcb9,The Black Keys,The Lengths,0.952,0.404,0.164,-5.893,0.0265
50,-0.32134451595766356,0.014522370910143603,2,FIDLAR,https://i.scdn.co/image/ab67616d0000b273a052c099a01021ecfdf71c8b,FIDLAR,No Waves,0.000701,0.48,0.12,-4.156,0.0452
51,0.810206539915103,0.05004776867008887,0,Led Zeppelin IV (Deluxe Edition; Remaster),https://i.scdn.co/image/ab67616d0000b273c8a11e48c91a982d086afc69,Led Zeppelin,Going to California - 2012 Remaster,0.943,0.503,0.0867,-15.913,0.0333
52,0.3218197248510119,-0.03138544234383183,0,Shedding Skin,https://i.scdn.co/image/ab67616d0000b273dbc2ae6a30cf72d2c0f7d859,Ghostpoet,X Marks the Spot,0.527,0.609,0.119,-11.033,0.039
53,-0.1665490797470642,-0.2725921182791387,1,He Got Game (Soundtrack),https://i.scdn.co/image/ab67616d0000b273b05a504914428bdc00cc8e54,Public Enemy,He Got Game,0.0736,0.825,0.0612,-6.607,0.189
54,-0.2190933505870121,-0.21850536921370445,1,Let's Get Free,https://i.scdn.co/image/ab67616d0000b2734393f13331e95bd68e722905,Dead Prez,Hip Hop,0.000633,0.725,0.109,-7.453,0.324
55,-0.18376943488701342,-0.08901731012147347,1,Doris,https://i.scdn.co/image/ab67616d0000b27346f9bf1154c7205b0e8b1667,Earl Sweatshirt,Chum,0.0216,0.51,0.108,-8.756,0.242
56,-0.021525461016144817,-0.042460082249054856,1,The Chicken & The Egg,https://i.scdn.co/image/ab67616d0000b273c9f8d4601f6c7122d1923235,George The Poet,Toothbrush / The Force,0.172,0.583,0.22,-10.364,0.235
57,-0.10461359379208672,-0.29192184052974346,1,The Iceberg,https://i.scdn.co/image/ab67616d0000b27331687ee1396a77823a8fc726,Oddisee,Like Really,0.14,0.903,0.0742,-6.692,0.125
58,-0.19881714124080366,-0.2237119843650348,1,Tortoise,https://i.scdn.co/image/ab67616d0000b273531b0ee5cb0bc838c08c1958,Joel Culpepper,Woman,0.075,0.814,0.0882,-5.492,0.104
59,0.4064081159264437,0.02208946208525006,0,Telefone,https://i.scdn.co/image/ab67616d0000b273e9ef4d0bab9c9bf9ef5d3f36,Noname,Diddy Bop (feat. Cam O'bi & Raury),0.713,0.637,0.109,-6.927,0.336
60,-0.17710115987881572,-0.06824825316478632,1,This Is America,https://i.scdn.co/image/ab67616d0000b273e6566c914daaa1d5ad0bda7e,Childish Gambino,This Is America,0.117,0.854,0.354,-6.159,0.137
61,0.04505490014888995,-0.10991959597887382,1,The Water (S),https://i.scdn.co/image/ab67616d0000b273fc9575d24f452f2584958bb7,Mick Jenkins,Jazz,0.25,0.636,0.113,-9.665,0.119
62,0.26805505795069695,-0.1416192977944931,0,Minden,https://i.scdn.co/image/ab67616d0000b273cfd95e9753d6dc143ec56e9b,Elefánt,Faun,0.454,0.688,0.0575,-11.022,0.038
